id;title;description;availability;condition;price;sale_price;link;image_link;brand;custom_label_0
2,01E+12;Omarica MOBIUS 2D: hrast;dimenzije: 78/60/179 cm,  material: laminirana iverna plošča, ABS robovi, push-clik mehanizem,  barva: hrast hikora/hrast hikora           Kaj je MOBIUS?  MOBIUS je modularni pohištveni sistem, ki ponuja neskončne možnosti ustvarjanja. Prilega se vsakemu domačemu prostoru, postavitev pa si lahko sestavite sami. Izbirate med tremi višinami okvirjev in širokim naborom elementov omarice sistema. Omogoča vam, da ustvarite optimalno izkoriščen prostor za delo, igro ali shranjevanje.           Zdolgočaseni nad monotonostjo?  Potem je to prava rešitev za vas. Fronte so na voljo v 5 različnih barvah: naravni hrast, alpsko bela, prašno siva, pastelno roza in svetlo modra bodo popestrile vsako notranjost. Izberite in sestavite po željah, dokler ne najdete popolnega ujemanja. Pustite domišljiji prosto pot in ustvarite svoj unikaten komplet.     Pohištvo MOBIUS je narejeno na Poljskem, ustvarjeno pod ustvarjalno domišljijo oblikovalke Agnieszke Okońske.    Mansarda na podstrešju?  Nič lažjega! Izberite pravi okvir in načrtujte prostor tako, da garnituro prilagodite geometriji vseh vrst prostorov.     Dnevna, predsoba, podstrešje ali otroška soba!  Tudi veliko število igrač in knjig bo tukaj našlo svoje mesto. Starejši otroci pa bodo cenili tudi mizni modul, ki nudi udoben prostor za učenje in igro.               ;in stock;new;314.27 EUR;;https://www.funtrade.net/omarica-mobius-2d-hrast.html;https://www.funtrade.net/pub/media/catalog/product/3/4/34921e58da765a19c1d39bb82f7025733885d4a1754bfda7f695c3ae9b390586.jpeg;HM;1944,2841
2,01E+12;Omarica MOBIUS 2D: hrast/modra;dimenzije: 78/60/179 cm  material: laminirana iverna plošča, ABS robovi, push-clik mehanizem  barva: hrast hikora/modri horizont     Kaj je MOBIUS?  MOBIUS je modularni pohištveni sistem, ki ponuja neskončne možnosti ustvarjanja. Prilega se vsakemu domačemu prostoru, postavitev pa si lahko sestavite sami. Izbirate med tremi višinami okvirjev in širokim naborom elementov omarice sistema. Omogoča vam, da ustvarite optimalno izkoriščen prostor za delo, igro ali shranjevanje.           Zdolgočaseni nad monotonostjo?  Potem je to prava rešitev za vas. Fronte so na voljo v 5 različnih barvah: naravni hrast, alpsko bela, prašno siva, pastelno roza in svetlo modra bodo popestrile vsako notranjost. Izberite in sestavite po željah, dokler ne najdete popolnega ujemanja. Pustite domišljiji prosto pot in ustvarite svoj unikaten komplet.     Pohištvo MOBIUS je narejeno na Poljskem, ustvarjeno pod ustvarjalno domišljijo oblikovalke Agnieszke Okońske.    Mansarda na podstrešju?  Nič lažjega! Izberite pravi okvir in načrtujte prostor tako, da garnituro prilagodite geometriji vseh vrst prostorov.     Dnevna, predsoba, podstrešje ali otroška soba!  Tudi veliko število igrač in knjig bo tukaj našlo svoje mesto. Starejši otroci pa bodo cenili tudi mizni modul, ki nudi udoben prostor za učenje in igro.         ;in stock;new;314.27 EUR;;https://www.funtrade.net/omarica-mobius-2d-hrast-modra.html;https://www.funtrade.net/pub/media/catalog/product/5/f/5f25f576434e95bd8b82c39f636b34e54307fd13ee86e960f603ef326544f7e9.jpeg;HM;2840,2841
2,01E+12;Omarica MOBIUS 2D: hrast/siva ;dimzijene: 78/60/179 cm  material: laminirana iverna plošča, ABS robovi, push-clik mehanizem  barva: hrast hikora/siva dusty     Kaj je MOBIUS?  MOBIUS je modularni pohištveni sistem, ki ponuja neskončne možnosti ustvarjanja. Prilega se vsakemu domačemu prostoru, postavitev pa si lahko sestavite sami. Izbirate med tremi višinami okvirjev in širokim naborom elementov omarice sistema. Omogoča vam, da ustvarite optimalno izkoriščen prostor za delo, igro ali shranjevanje.           Zdolgočaseni nad monotonostjo?  Potem je to prava rešitev za vas. Fronte so na voljo v 5 različnih barvah: naravni hrast, alpsko bela, prašno siva, pastelno roza in svetlo modra bodo popestrile vsako notranjost. Izberite in sestavite po željah, dokler ne najdete popolnega ujemanja. Pustite domišljiji prosto pot in ustvarite svoj unikaten komplet.     Pohištvo MOBIUS je narejeno na Poljskem, ustvarjeno pod ustvarjalno domišljijo oblikovalke Agnieszke Okońske.    Mansarda na podstrešju?  Nič lažjega! Izberite pravi okvir in načrtujte prostor tako, da garnituro prilagodite geometriji vseh vrst prostorov.     Dnevna, predsoba, podstrešje ali otroška soba!  Tudi veliko število igrač in knjig bo tukaj našlo svoje mesto. Starejši otroci pa bodo cenili tudi mizni modul, ki nudi udoben prostor za učenje in igro.      ;in stock;new;314.27 EUR;;https://www.funtrade.net/omarica-mobius-2d-hrast-siva.html;https://www.funtrade.net/pub/media/catalog/product/7/a/7aa53d03271d3e67e66205aa739289a089b582eb3947a386be6db15aceeef0af.jpeg;HM;1944,2839,2841
2,01E+12;Komoda HM MURANO KM-1 artisan hrast/črna;Moderna komoda HM Murano KM-1 v artisan hrast/črni barvi.  Za popestritev vašega dnevnega prostora v industrijskem stilu.     Komoda HM Murano KM-1 je izjemno eleganten predlog za sodobno in izvirno notranjost. Inovativna oblika je izdelana iz rezkanih front in barvne kombinacije črnega in artisan hrasta. Funkcionalnost komode KM-1 zagotavlja veliko prostora za shranjevanje. Visok značilen okvir komode je dekorativni poudarek v celotni notranjosti.       Dimenzije: 160/40/86 cm  Material: laminiran MDF / laminirana iverna plošča / prašno lakirano jeklo  Barva: artisan hrast / črna  ;in stock;new;390.40 EUR;;https://www.funtrade.net/komoda-hm-murano-km-1-artisan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/k/o/komoda_murano_km1__3.jpg;HM;2912,2554,1940,1944
2,01E+12;Komoda HM MURANO KM-2 artisan hrast/črna;Komoda HM MURANO KM-2 v artisan hrast/črni barvi.  Za popestritev vašega dnevnega prostora v industrijskem stilu.  Komoda KM-1 je izjemno eleganten predlog za sodobno in izvirno notranjost. Inovativna oblika je izdelana iz rezkanih front in barvne kombinacije črnega in artisan hrasta. Funkcionalnost komode KM-1 zagotavlja veliko prostora za shranjevanje. Značilen okvir komode je dekorativni poudarek v celotni notranjosti.       dimenzija: 80/40/86 cm  material: laminiran MDF / laminirana iverna plošča / prašno lakirano jeklo  barva: artisan hrast / črna  ;in stock;new;308.42 EUR;;https://www.funtrade.net/skrinja-hm-murano-km-2-artisan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/b/f/bf7a6b4a53e2eecd10bf81cd3b55c1b6c03db8065d4bde2b6fa9e4dad13244cd.jpeg;HM;2912,2554,1940,1944
2,01E+12;Omara HM MURANO KM 3 artisan hrast/črna;Moderna komoda HM Murano KM-1 v artisan hrast/črni barvi.  Za popestritev vašega dnevnega prostora v industrijskem stilu.  Omara HM je izjemno eleganten predlog za sodobno in izvirno notranjost. Inovativna oblika je izdelana iz rezkanih front in barvne kombinacije črnega in artisan hrasta. Funkcionalnost omare zagotavlja veliko prostora za shranjevanje. Značilen okvir omare je dekorativni poudarek v celotni notranjosti.       dimenzije: 100/40/156 cm  material: laminiran MDF / laminirana iverna plošča / prašno lakirano jeklo  barva: artisan hrast / črna  ;in stock;new;443.10 EUR;;https://www.funtrade.net/omara-hm-murano-km-artisan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/0/5/05727411f88582b146f5b9bb31f97324dfb8e2daea3605266a60988c07eb40ff.jpeg;HM;2912,2554,1944,2212
2,01E+12;Klubska mizica HM MURANO LAW-1 artisan hrast/črna;Moderna klubska mizica HM Murano LAW-1 v artisan hrast/črni barvi.  Za popestritev vašega dnevnega prostora v industrijskem stilu.     Mizica je izjemno eleganten predlog za sodobno in izvirno notranjost. Inovativna oblika je izdelana iz rezkanih front in barvne kombinacije črnega in artisan hrasta. Funkcionalnost mizice zagotavlja veliko prostora za shranjevanje. Značilen okvir mizice je dekorativni poudarek v celotni notranjosti.       dimenzije: 110/60/46 cm  material: laminiran MDF / laminirana iverna plošča / prašno lakirano jeklo  barva: artisan hrast / črna  ;in stock;new;203.01 EUR;;https://www.funtrade.net/klubska-mizica-hm-murano-law-1-artisan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/d/0/d071b7f5152b490daea46b669217c81ccbaacd5c3c28920edc2a9bdc95aa5d9b.jpeg;HM;2912,2554,1765
2,01E+12;TV komoda HM MURANO RTV-1 artisan hrast/črna;Moderno TV Stojalo HM Murano RTV-1 v artisan hrast/črni barvi.  Za popestritev vašega dnevnega prostora v industrijskem stilu.     Stojalo je izjemno eleganten predlog za sodobno in izvirno notranjost. Inovativna oblika je izdelana iz rezkanih front in barvne kombinacije črnega in artisan hrasta. Funkcionalnost stojala zagotavlja veliko prostora za shranjevanje. Značilen okvir stojala je dekorativni poudarek v celotni notranjosti.       mere: 150/40/61 cm  material: laminiran MDF / laminirana iverna plošča / prašno lakirano jeklo  barva: artisan hrast / črna  ;in stock;new;279.14 EUR;;https://www.funtrade.net/tv-stojalo-hm-murano-rtv-1-artisan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/a/c/ac270d9a67d133e9f1abab9b7b72e560734c32a13ced562367fdd7ef316d972d.jpeg;HM;2912,1940,1944
2,01E+12;Jedilni stol HM AZUL, črn/siv;Stol AZUL je klasičen in funkcionalen. Prilega se v prostore, kot sta dnevna soba ali kuhinja.   Oblika modela je minimalistična, a izrazita in pritegne poglede mnogih ljudi, ki obiščejo naš dom.  Na dotik prijetna žametna tkanina zagotavlja neverjetno udobje uporabe med številnimi uporabniki.   Privlačne barve stola AZUL vam omogočajo, da uredite notranjost po individualnih zamislih in željah ter poudarite lepoto notranjosti.   Visokokakovostni materiali zagotavljajo dolgotrajno vzdržljivost.     Dimenzije: 50/53/79/44 cm  Material: masiven bukov les / blago - žametna tkanina  Barva: črna/siva;in stock;new;117.12 EUR;;https://www.funtrade.net/jedilni-stol-hm-azul-crn-siv.html;https://www.funtrade.net/pub/media/catalog/product/d/6/d682de0aea261db9726f27de3a74250671ebf07ed20015984046cf1f3adbabcc.jpeg;HM;2896
2,01E+12;Jedilni stol DIEGO 3, prešit žamet Stripes - MONOLITH 37;Dimenzije: 47/59/99/47 cm  Material: masivni bukov les / blag  Barva: prešiti žamet Stripes - MONOLITH 37 (temno zelena);in stock;new;101.50 EUR;;https://www.funtrade.net/jedilni-stol-diego-3-presit-zamet-stripes-monolith-37.html;https://www.funtrade.net/pub/media/catalog/product/3/f/3fe240c85e6d397f83a88174b8579d73929e6b4cd9b66d22d0f3e406a8d9f818.jpeg;HM;2896
2,01E+12;Jedilni stol HM DIEGO 3, prešit žamet Stripes - MONOLITH 77;Dimenzije: 47/59/99/47 cm  Material: masivni bukov les / blago  Barva: prešiti žamet Stripes - MONOLITH 77 (temno modra);in stock;new;101.50 EUR;;https://www.funtrade.net/jedilni-stol-hm-diego-3-presit-zamet-stripes-monolith-77.html;https://www.funtrade.net/pub/media/catalog/product/5/8/58c14ca8412ad332e7b408a8229111d6d345c9ddf684a3019264fa9f3c5b9da7.jpeg;HM;2896
2,01E+12;Jedilni stol HM DIEGO 3, prešit žamet Stripes - MONOLITH 85;Dimenzije: 47/59/99/47 cm  Material: masivni bukov les / blago  Barva: prešiti žamet Stripes - MONOLITH 85 (svetlo siva);in stock;new;101.50 EUR;;https://www.funtrade.net/jedilni-stol-hm-diego-3-presit-zamet-stripes-monolith-85.html;https://www.funtrade.net/pub/media/catalog/product/7/8/781113d79c26b3c71059235998997a98eee283c5ee6d77589a56de83f50ae184.jpeg;HM;2896
2,01E+12;Jedilni stol HM MARINO, MONOLITH 37 (temno zelena);Dimenzije: 51/57/78/47 cm  Material: masivni bukov les / blago - žametna tkanina  Barva: medeni hrast/MONOLIT 37 (temno zelena);in stock;new;158.11 EUR;;https://www.funtrade.net/jedilni-stol-hm-marino-monolith-37-temno-zelena.html;https://www.funtrade.net/pub/media/catalog/product/f/e/fee82af38b8d9a8403aac4ee191feb0057a5a0bd57fd51adf3fc8f97cb36f802.jpeg;HM;2896
2,01E+12;Jedilni stol HM MARINO, MONOLITH 77 (temno modra);Dimenzije: 51/57/78/47 cm  Material: masiven bukov les / blago - žametna tkanina  Barva: medeni hrast/MONOLIT 77 (temno modra);in stock;new;158.11 EUR;;https://www.funtrade.net/jedilni-stol-hm-marino-monolith-77-temno-modra.html;https://www.funtrade.net/pub/media/catalog/product/8/4/844e67e9dc4d0df157ccc1cc9b898828b52948e4fe821510c03fa4f6fa5426b1.jpeg;HM;2896
2,01E+12;Jedilni stol HM MARINO, MONOLITH 85 (svetlo siva);Dimenzije: 51/57/78/47 cm  Material: masivni bukov les / blago - žametna tkanina  Barva: medeni hrast/MONOLIT 85 (svetlo siva);in stock;new;158.11 EUR;;https://www.funtrade.net/jedilni-stol-hm-marino-monolith-85-svetlo-siva.html;https://www.funtrade.net/pub/media/catalog/product/7/2/720d7cf001d8b0d96494dbeecab9e8390a1465a3495d262260d2a9a46dbe1ac7.jpeg;HM;2896
2,01E+12;Jedilni stol HM TOLEDO 2, medeni hrast / MONOLITH 37;Dimenzije: 57/56/86/47 cm  Material: masivni bukov les / blago  Barva: hrast medeni / MONOLITH 37;in stock;new;142.50 EUR;;https://www.funtrade.net/jedilni-stol-hm-toledo-2-medeni-hrast-monolith-37.html;https://www.funtrade.net/pub/media/catalog/product/9/d/9dd5e61549d4a6c1db0b19883e0b9e94a3ae7503c5e0a27f629f7d39c6a44f0d.jpeg;HM;2896
2,01E+12;Jedilni stol HM TOLEDO 2, medeni hrast / MONOLITH 77;Dimenzije: 57/56/86/47 cm  Material: masivni bukov les / blago  Barva: hrast medeni / MONOLITH 77;in stock;new;142.50 EUR;;https://www.funtrade.net/jedilni-stol-hm-toledo-2-medeni-hrast-monolith-77.html;https://www.funtrade.net/pub/media/catalog/product/b/c/bce2dab37d46fca16f3648e7e0d79efa10385182bc134af32e2f76244944a624.jpeg;HM;2896
2,01E+12;Fotelj HM PAGONI, temno zelen;Fotelj PAGONI je izjemno udoben in moderen. Popoln bo v dnevni sobi ali spalnici. Tako bo vsak večer prijetnejši ob branju knjige ali gledanju televizije. Dobro profiliran sedež z naslonom je zagotovilo visokega udobja uporabe.  Trpežno oblazinjenje bo zagotovilo dolgoletno obstojnost. Lesene nogice v črni barvi pa bodo poskrbele za stabilnost samega stola.    dimenzije: 67/82/95/43 cm  material: žametno blago / masivni les  barve: oblazinjenje - temno zelena, noge - črne  ;in stock;new;284.99 EUR;;https://www.funtrade.net/fotelj-hm-pagoni-temno-zelen.html;https://www.funtrade.net/pub/media/catalog/product/5/8/583cbbce137739e52b7f5d346fb6e4d3c3b508bb1c3c2a974b285c29d1bf141c.jpeg;Funtrade;1767,1768,2554
2,01E+12;Fotelj HM PAGONI, črna;Fotelj PAGONI je izjemno udoben in moderen. Popoln bo v dnevni sobi ali spalnici. Tako bo vsak večer prijetnejši ob branju knjige ali gledanju televizije. Dobro profiliran sedež z naslonom je zagotovilo visokega udobja uporabe.  Trpežno oblazinjenje bo zagotovilo dolgoletno obstojnost. Lesene nogice v črni barvi pa bodo poskrbele za stabilnost samega stola.    dimenzije: 67/82/95/43 cm,  material: žametno blago / masivni les,  barve: oblazinjenje - črna, noge - črna  ;in stock;new;296.70 EUR;;https://www.funtrade.net/fotelj-hm-pagoni-crna.html;https://www.funtrade.net/pub/media/catalog/product/2/e/2e6ba168167d5e69aa923fa9017d34cdb8e7e774e3e632c857d00c4d97655e4f.jpeg;Funtrade;1768
2,01E+12;Fotelj HM PAGONI, temno moder;Fotelj PAGONI je izjemno udoben in moderen. Popoln bo v dnevni sobi ali spalnici. Tako bo vsak večer prijetnejši ob branju knjige ali gledanju televizije. Dobro profiliran sedež z naslonom je zagotovilo visokega udobja uporabe.  Trpežno oblazinjenje bo zagotovilo dolgoletno obstojnost. Lesene nogice v črni barvi pa bodo poskrbele za stabilnost samega stola.    dimenzije: 67/82/95/43 cm  material: žametno blago / masivni les  barve: oblazinjenje - temno modra, noge - črna  ;in stock;new;296.70 EUR;;https://www.funtrade.net/fotelj-hm-pagoni-temno-moder.html;https://www.funtrade.net/pub/media/catalog/product/0/d/0d33424ad1d667e407e460eb07d574cb0efed084164dcabdf3e5944f3883fb2a.jpeg;Funtrade;1767,1768,2554
2,01E+12;Komoda HM RANDOM KM-1 wotan hrast/črna;Moderna komoda HM RANDOM KM-1 v wotan hrast/črni barvi.  Sodobno pohištvo za popolno eleganco vašega dnevnega prostora.      Komoda HM RANDOM KM-1 je izjemno eleganten predlog za sodobno in izvirno notranjost. Inovativna oblika je izdelana iz kombinacije črnega in wotan hrasta, z detajlom rezkane fronte. Funkcionalnost komode KM-1 zagotavlja veliko prostora za shranjevanje. Razpoložljiva v dveh variantah, z črnim detajlom na levi ali desni strani.         Mere: 160/40/82 cm,  Material: laminiran MDF / laminirana iverna plošča / polipropilen,  Barva: hrast wotan / črna;in stock;new;236.19 EUR;;https://www.funtrade.net/komoda-hm-random-km-1-barva-wotan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/k/m/km-1.jpg;HM;2909,1944,2554,1940
2,01E+12;Komoda HM RANDOM KM-2 wotan hrast/črna;Moderna komoda HM RANDOM KM-2 v wotan hrast/črni barvi.  Sodobno pohištvo za popolno eleganco vašega dnevnega prostora.      Komoda HM RANDOM KM-2 je izjemno eleganten predlog za sodobno in izvirno notranjost. Sodobna kvadratna oblika je izdelana iz barvne kombinacije črnega in wotan hrasta, s kombinacijo rezkanih in gladkih front. Funkcionalnost komode KM-2 zagotavlja veliko prostora za shranjevanje, sestavljajo jo štirje kvadratni razdelki, vsak s vojimi vratci za odpiranje.      Mere: 100/40/95 cm  Material: laminiran MDF / laminirana iverna plošča / polipropilen  Barva: hrast wotan / črna;in stock;new;224.48 EUR;;https://www.funtrade.net/komoda-hm-random-km-2-barva-wotan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/k/m/km-2.jpg;HM;2909,1944,2554,1940
2,01E+12;Klubska mizica HM RANDOM LAW-1 wotan hrast/črna;Moderna klubska mizica HM RANDOM LAW-1 v wotan hrast/črni barvi.  Sodobno pohištvo za popolno eleganco vašega dnevnega prostora.      Mizica je izjemno eleganten predlog za sodobno in izvirno notranjost. Moderna oblika je izdelana iz rezkanih front in barvne kombinacije črnega in wotan hrasta. Sodoben dizajn in njena prostornost sta odlična rešitev za idealno klubsko mizico. Nudi dovolj prostora za odlaganje in shranjevanje.      Dimenzije: 92/50/40 cm,  Material: laminiran MDF / laminirana iverna plošča / polipropilen,  Barva: hrast wotan / črna;in stock;new;89.79 EUR;;https://www.funtrade.net/klubska-mizica-random-law-1-barva-wotan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/l/a/law-1_random_mizica.jpg;HM;2909,1765,2554
2,01E+12;Viseča polica HM RANDOM P-1 wotan hrast/črna;Moderna viseča polica HM RANDOM P-1 v wotan hrast in črni barvi.   Sodobno pohištvo za popolno eleganco vašega dnevnega prostora.      Viseča polica HM RANDOM P-1 nudi dodatno dekoracijo in prostor za shranjevanje v vaši dnevni sobi.  Moderna oblika je izdelana iz rezkanih front in barvne kombinacije črnega in wotan hrasta. Odlična rešitev za popestritev vašega zidu.      Dimenzije: 150/20/25 cm,  Material: laminiran MDF / laminirana iverna plošča / polipropilen,  Barva: hrast wotan / črna;in stock;new;54.66 EUR;;https://www.funtrade.net/viseca-polica-hm-random-p-1-barva-wotan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/p/-/p-1.jpg;HM;2909,2554,2448,2703
2,01E+12;Viseča polica HM RANDOM P-2 wotan hrast/črna;Moderna viseča polica HM RANDOM P-1 v wotan hrast in črni barvi.   Sodobno pohištvo za popolno eleganco vašega dnevnega prostora.      Viseča polica HM RANDOM P-1 nudi dodatno dekoracijo in prostor za shranjevanje v vaši dnevni sobi.  Moderna oblika je izdelana iz rezkanih front in barvne kombinacije črnega in wotan hrasta. Odlična rešitev za popestritev vašega zidu.      Dimenzije: 180/20/25 cm,  Material: laminiran MDF / laminirana iverna plošča / polipropilen,  Barva: hrast wotan / črna;in stock;new;58.56 EUR;;https://www.funtrade.net/viseca-polica-hm-random-p-2-barva-wotan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/p/-/p-2.jpg;HM;2909,2554,2448,2703
2,01E+12;TV komoda HM RANDOM RTV-1 wotan hrast/črna;TV stojalo HM RANDOM RTV-1 v wotan hrast in črni barvi.   Sodobno pohištvo za popolno eleganco vašega dnevnega prostora.      Stojalo je izjemno eleganten predlog za sodobno in izvirno notranjost. Inovativna oblika je izdelana iz rezkanih front in barvne kombinacije črnega in artisan hrasta. Funkcionalnost stojala zagotavlja veliko prostora za shranjevanje. Oblika in dizajn stojala ponujata dekorativni poudarek  celotni notranjosti.     Mere: 150/40/47 cm,  Material: laminiran MDF / laminirana iverna plošča / polipropilen,  Barva: hrast wotan / črna;in stock;new;177.63 EUR;;https://www.funtrade.net/tv-komoda-hm-random-rtv-1-barva-wotan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/r/a/random_rtv_1_1.jpg;HM;2909,2203,2554,1940
2,01E+12;TV komoda HM RANDOM RTV-2 wotan hrast/črna;TV stojalo HM RANDOM RTV-2 v wotan hrast in črni barvi.   Sodobno pohištvo za popolno eleganco vašega dnevnega prostora.      Stojalo je izjemno eleganten predlog za sodobno in izvirno notranjost. Inovativna oblika je izdelana iz rezkanih front in barvne kombinacije črnega in artisan hrasta. Funkcionalnost stojala zagotavlja veliko prostora za shranjevanje. Oblika in dizajn stojala ponujata dekorativni poudarek  celotni notranjosti.        Dimenzija: 180/40/52 cm  Material: laminiran MDF / laminirana iverna plošča / polipropilen  Barva: hrast wotan / črna;in stock;new;197.15 EUR;;https://www.funtrade.net/tv-komoda-hm-random-rtv-2-barva-wotan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/r/t/rtv-2.jpg;HM;2909,2203,2554,1940
2,01E+12;Vitrina HM RANDOM W-1 wotan hrast/črna;Moderna vitrina HM RANDOM W-1 v wotan hrast/črni barvi.  Sodobno pohištvo za popolno eleganco vašega dnevnega prostora.   Vitrina HM RANDOM je izjemno eleganten predlog za sodobno in izvirno notranjost. Inovativna oblika je izdelana iz barvne kombinacije črnega in wotan hrasta. Fronta je izdelana iz rezkanega dela, stekla in gladkega videza wotan hrasta.  Funkcionalnost vitrine zagotavlja veliko prostora za shranjevanje in je odličen izdelek za shranjevanje steklenih izdelkov. Zatemnjeno vitrinsko steklo daje vitrini poseben in sodoben izgled.      Mere: 60/40/182 cm,  Material: laminiran MDF / laminirana iverna plošča / polipropilen,  Barva: hrast wotan / črna;in stock;new;257.66 EUR;;https://www.funtrade.net/vitrina-hm-random-w-1-barva-wotan-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/r/a/random_vitrina.jpg;HM;2909,2212,2554,1940
2,01E+12;Raztegljiva jedilna miza HM ROCOCO 140/220x80 cm , temen hrast/črna;Dimenzije: 140-220 / 80/76 cm, raztegljiva miza  Material: pohištvena plošča + naravni furnir - hrast / lakiran MDF / masiven bukov les  Barva: plošča - temni hrast, noge - črne;in stock;new;603.17 EUR;;https://www.funtrade.net/raztegljiva-jedilna-miza-hm-rococo-temen-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/r/o/rococo_.jpg;HM;2897,2988,2989
2,01E+12;Klubska miza HM SEVILLA, craft hrast / črna;Dimenzija: 100/100/47 cm  Material: laminirana iverna plošča  Barva: carft hrast / črna mat;in stock;new;523.14 EUR;;https://www.funtrade.net/klubska-miza-hm-sevilla-craft-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/s/e/sevilla_mizica.jpg;HM;1765
2,01E+12;Nočna omarica SILVIA, bela - črna;Dimenzije nočne omarice: 40/40/52 cm  Material: laminirana iverna plošča / polipropilen  Barva: bela - črna;in stock;new;87.84 EUR;;https://www.funtrade.net/nocna-omarica-silvia-bela-crna.html;https://www.funtrade.net/pub/media/catalog/product/s/i/silvia_cb.jpg;HM;2204
2,01E+12;Nočna omarica SILVIA, bela - zlata;Dimenzije nočne omarice: 40/40/52 cm  Material: laminirana iverna plošča / polipropilen  Barva: bela - zlata,;in stock;new;87.84 EUR;;https://www.funtrade.net/nocna-omarica-silvia-bela-zlata.html;https://www.funtrade.net/pub/media/catalog/product/s/i/silvia_bela_zlata.jpg;HM;2204
2,01E+12;Nočna omarica SILVIA, hrast wotan - črna;Dimenzije nočne omarice: 40/40/52 cm  Material: laminirana iverna plošča / polipropilen  Barva: wotan hrast - črna;in stock;new;87.84 EUR;;https://www.funtrade.net/nocna-omarica-silvia-hrast-wotan-crna.html;https://www.funtrade.net/pub/media/catalog/product/s/i/silvia_hr.jpg;HM;2204
2,01E+12;Pisalna/toaletna miza HM SMART B-1, 117/59/76 cm;Pisalna miza HM SMART B-1 v naravni hrast barvi, z črnimi kovinskimi nogicami.   Elegantna rešitev za službene ali domače pisarne. Zaobljene oblike in naravni furnir dajejo bloku edinstven značaj. Čudovite, brezčasne barve ogrejejo notranjost in ji dajejo posebno vzdušje. Pisalna miza Smart B-1 je zaradi svoje oblikovane oblike popolna tudi kot elegantna toaletna mizica, ki daje notranjosti razkošen dizajn.      Dimenzije: 117/59/76 cm  Material: MDF + naravni hrastov furnir / iverne plošče + naravni hrastov furnir / prašno lakirano jeklo  Barva: naravni hrast / črna;in stock;new;784.70 EUR;;https://www.funtrade.net/pisalna-toaletna-miza-hm-smart-b-1-117-59-76-cm.html;https://www.funtrade.net/pub/media/catalog/product/s/m/smart_pisalna.jpg;HM;1760,1759,2554,2929
2,01E+12;Komoda HM SMART KM-1 naravni hrast/črna;Komoda Smart KM-1v naravni hrast barvi, s kontrastnimi kovinskimi črnimi nogicami.   Praktična in elegantna možnost za opremljanje dnevne sobe ali spalnice. Velika prostornina, ter razdelitev na predale in krilna vrata, sta popolna ponudba za shranjevanje več oblačil, namizne posode ali poljubnih predmetov. Komoda Smart KM-1 je čudovita ponudba z naravnim zaključkom, ki ji daje brezčasen značaj. Črne kovinske noge dodajo vizualno lahkotnost in hkrati stabilnost. Takšna podlaga olajša vzdrževanje čistosti pod pohištvom brez vztrajnega premikanja.     Dimenzije: 167/44/93 cm  Material: MDF + naravni hrastov furnir / iverne plošče + naravni hrastov furnir / prašno lakirano jeklo  Barva: naravni hrast / črna;in stock;new;1374.21 EUR;;https://www.funtrade.net/komoda-hm-smart-km-1-naravni-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/s/m/smart_komoda.jpg;HM;2910,1944,2554,1940,2555
2,01E+12;Jedilni stol HM SMART-KR, naravni hrast/črna;Mere: 50/53/82 cm  Material: MDF + naravni hrastov furnir / iverne plošče + naravni hrastov furnir / prašno lakirano jeklo  Barva: naravni hrast / črna;in stock;new;191.30 EUR;;https://www.funtrade.net/jedilni-stol-hm-smart-kr-naravni-hrast-crna.html;https://www.funtrade.net/pub/media/catalog/product/s/m/smart_stol.jpg;HM;2910,2896
